상가업소번호,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시군구코드,시군구명,행정동코드,행정동명,경도,위도
MA0106202512A0385699,빠오,음식,중식,중국집,11170,용산구,11170555,청파동,126.967648264903,37.5449725097695
MA0106202512A2275092,육화연용,음식,한식,백반/한정식,11170,용산구,11170530,남영동,126.972944567012,37.5435052131217
MA0106202601A1307709,불멍밤,음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.971274566079,37.5312602235317
MA0106202512A1344751,이태원떡볶이전망대,음식,기타 간이,김밥/만두/분식,11170,용산구,11170660,이태원2동,126.987599621209,37.5347949901795
MA0106202510A1343734,올웨이즈어거스트로스터리,음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.972857155461,37.5349186620835
MA0106202510A0966590,왕만두쉐프,음식,기타 간이,김밥/만두/분식,11170,용산구,11170590,용문동,126.960002813116,37.5374918695868
MA0106202512A0505011,쌍미곱창,음식,한식,곱창 전골/구이,11170,용산구,11170625,한강로동,126.962792059869,37.5257166951045
MA0106202512A0505365,스타인터내셔날,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170650,이태원1동,126.997262022714,37.5330837077049
MA0106202510A2107397,포토이즘박스용산신흥,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170520,용산2가동,126.984814239787,37.5450750749725
MA0106202510A0129311,밥한민국,음식,한식,백반/한정식,11170,용산구,11170555,청파동,126.969685384575,37.5442702708831
MA0106202510A0961881,행복은간장밥신,음식,일식,일식 카레/돈가스/덮밥,11170,용산구,11170625,한강로동,126.966659672077,37.5288172968287
MA0106202510A1849029,폴듬,소매,기타 상품 소매,그 외 기타 상품 전문 소매업,11170,용산구,11170520,용산2가동,126.983909050058,37.5447415853724
MA0106202510A1055943,오팔클럽,음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.993562295701,37.5338223848042
MA0106202510A0732934,한국후지필름인터파크씨어터블루스퀘어,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170685,한남동,127.002489329321,37.5408773672738
MA0106202512A0693846,육화연,음식,한식,백반/한정식,11170,용산구,11170530,남영동,126.972944567012,37.5435052131217
MA0106202512A0744948,에이치제이우드웍스,소매,가구 소매,가구 소매업,11170,용산구,11170590,용문동,126.961088553043,37.5383842225976
MA0106202512A1960870,사이언스앤밸런스,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170685,한남동,127.0032475601,37.5435713378626
MA0106202510A1293202,메가엠지씨커피용산원효로,음식,비알코올 ,카페,11170,용산구,11170570,원효로2동,126.957956728622,37.5341754767183
MA0106202510A1223918,김숙성이태원,음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.991978199867,37.5350025989546
MA0106202601A1171588,한게일인터내셔널 주식회사,음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.99223851342,37.5341736955827
MA0106202510A2049335,신카이테라스이태원,음식,일식,일식 회/초밥,11170,용산구,11170650,이태원1동,126.992724935695,37.5350476973555
MA0106202510A1394633,스플래쉬,소매,기타 상품 소매,그 외 기타 상품 전문 소매업,11170,용산구,11170560,원효로1동,126.964924621907,37.5376015540556
MA0106202510A1036540,감정선프로젝트베이킹,음식,기타 간이,빵/도넛,11170,용산구,11170625,한강로동,126.973875706608,37.5341440310888
MA0106202510A1729090,야키토리나루토남영점,음식,일식,기타 일식 음식점,11170,용산구,11170530,남영동,126.973272794554,37.543289047997
MA0106202510A0010082,와이키키레트로,음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.993720670735,37.5340836836017
MA0106202512A2353774,주상,음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.972620604041,37.5320534243677
MA0106202510A2007458,찌개찝,음식,한식,백반/한정식,11170,용산구,11170580,효창동,126.960375108497,37.5395462755024
MA0106202512A1214096,컬리캣주얼,소매,섬유·의복·신발 소매,가발 소매업,11170,용산구,11170685,한남동,126.994908406304,37.5376967533335
MA0106202510A0435590,아니타,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170685,한남동,127.003371977885,37.5423910249622
MA0106202510A0817186,연탄요릿집,음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.991050584625,37.5337231110692
MA0106202510A1716643,세릭,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170625,한강로동,126.969510138331,37.5300163992434
MA0106202510A1930593,아뜰리에미술학원,교육,기타 교육,미술학원,11170,용산구,11170555,청파동,126.966116527639,37.5540541451845
MA0106202510A1617730,유로서리,소매,종합 소매,슈퍼마켓,11170,용산구,11170630,이촌1동,126.980329034796,37.5178371436437
MA0106202510A0290961,터틀커피로스터스,음식,비알코올 ,카페,11170,용산구,11170685,한남동,127.004435476733,37.5399402702689
MA0106202510A0047292,자이카,음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.996232446853,37.5332008094844
MA0106202510A2210432,와이낫서울,음식,서양식,경양식,11170,용산구,11170650,이태원1동,126.99126552955,37.5339123373621
MA0106202510A1594489,서울만리옥,음식,한식,백반/한정식,11170,용산구,11170555,청파동,126.968323423905,37.553919608194
MA0106202511A1188263,라인드한남,음식,한식,백반/한정식,11170,용산구,11170685,한남동,127.005996470104,37.5340026082204
MA0106202511A2154516,라우파삿용산,음식,서양식,경양식,11170,용산구,11170625,한강로동,126.962395676273,37.5265815315553
MA0106202511A2059469,이태원365약국,소매,의약·화장품 소매,의료기기 소매업,11170,용산구,11170650,이태원1동,126.992012190654,37.5345521008561
MA0106202510A0889263,버닝투어,시설관리·임대,여행사·보조,여행사,11170,용산구,11170510,후암동,126.97585159727,37.5467944904695
MA0106202511A2261034,베이킷,음식,한식,백반/한정식,11170,용산구,11170555,청파동,126.968904451675,37.5446394775302
MA0106202511A1348318,한포,음식,한식,백반/한정식,11170,용산구,11170685,한남동,127.006188643687,37.531993365902
MA0106202511A2464654,준수네,음식,일식,일식 회/초밥,11170,용산구,11170685,한남동,127.005792721628,37.5327772570053
MA0106202511A2080715,스튜디오모토신,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170625,한강로동,126.963244816621,37.5252212856735
MA0106202510A0514497,갓잇,음식,서양식,경양식,11170,용산구,11170625,한강로동,126.970256431592,37.5310167011401
MA0106202511A1579023,한아름농산,소매,종합 소매,슈퍼마켓,11170,용산구,11170510,후암동,126.979777538099,37.5494621843833
MA0106202510A1127751,스태미나부타동,음식,일식,일식 회/초밥,11170,용산구,11170560,원효로1동,126.969302669682,37.5393507136624
MA0106202511A0450383,디진테제카페,음식,비알코올 ,카페,11170,용산구,11170660,이태원2동,126.990597641335,37.536759448347
MA0106202511A1524984,솔트,음식,한식,백반/한정식,11170,용산구,11170520,용산2가동,126.987835873216,37.5430842162715
MA0106202511A1900198,포토랩플러스,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170520,용산2가동,126.9848367819,37.5455165674725
MA0106202511A0047341,지앤비시스템,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170530,남영동,126.971948824082,37.54344191082
MA0106202511A1101858,로마의향기,음식,서양식,경양식,11170,용산구,11170625,한강로동,126.971625034126,37.5319360592054
MA0106202511A0554283,베어케이브,음식,서양식,경양식,11170,용산구,11170650,이태원1동,126.994195859028,37.5341377679667
MA0106202510A2336067,슬로몬드리안호텔이태원점,소매,기타 상품 소매,그 외 기타 상품 전문 소매업,11170,용산구,11170650,이태원1동,126.99311021621,37.5285695214048
MA0106202510A0022950,시바,음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.995440448421,37.5335341519404
MA0106202511A0452548,스마일노래연습장,예술·스포츠,유원지·오락,노래방,11170,용산구,11170570,원효로2동,126.958126369859,37.5343016771063
MA0106202511A1296594,행아웃,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170660,이태원2동,126.994761126081,37.5404087573501
MA0106202510A0976148,육식사관학교,음식,한식,백반/한정식,11170,용산구,11170555,청파동,126.968757441574,37.5444141889057
MA0106202510A1343941,비누,수리·개인,이용·미용,미용실,11170,용산구,11170650,이태원1동,126.991141215338,37.5327230067456
MA0106202511A0612574,우녹,음식,한식,백반/한정식,11170,용산구,11170510,후암동,126.976133983749,37.5484073357789
MA0106202511A1963196,고즈넉,음식,한식,백반/한정식,11170,용산구,11170660,이태원2동,126.988108071214,37.5391378647268
MA0106202511A1705856,바게티,음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.972361111467,37.5300891809866
MA0106202510A1097389,로어리,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170685,한남동,127.005498622164,37.5336242120494
MA0106202511A1175178,88ROYAL버블맨24,수리·개인,세탁,세탁소,11170,용산구,11170555,청파동,126.967139206421,37.5446299894948
MA0106202510A1132153,대접,음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.988346395786,37.5345608060197
MA0106202510A2032286,싱글포트,소매,식물 소매,꽃집,11170,용산구,11170555,청파동,126.970036403948,37.5436847108857
MA0106202511A1364755,매덕스피자,음식,기타 간이,피자,11170,용산구,11170650,이태원1동,126.993517080767,37.533344851807
MA0106202511A1986748,호텔세리토스한남,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170685,한남동,127.002568440373,37.5381112953171
MA0106202511A0826528,가니송한남,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170685,한남동,127.002771942496,37.533714407625
MA0106202510A1012069,123젤라또한남점,소매,기타 상품 소매,그 외 기타 상품 전문 소매업,11170,용산구,11170685,한남동,127.001923482623,37.5373724872934
MA0106202511A1292700,스시사카바,음식,일식,일식 회/초밥,11170,용산구,11170685,한남동,127.008315525346,37.5309931238449
MA0106202511A0047400,테이스터스바스버거신,음식,기타 간이,버거,11170,용산구,11170625,한강로동,126.97099171015,37.5312961944457
MA0106202511A0356926,사랑회초밥,음식,일식,일식 회/초밥,11170,용산구,11170555,청파동,126.962960307804,37.5515123828945
MA0106202511A1222367,꺄넬,음식,한식,백반/한정식,11170,용산구,11170510,후암동,126.978397692887,37.5468310236686
MA0106202511A1719232,올인베이커리보광점,소매,기타 상품 소매,그 외 기타 상품 전문 소매업,11170,용산구,11170700,보광동,126.999275958307,37.5277588185157
MA0106202511A1377453,트루베헤어,수리·개인,이용·미용,미용실,11170,용산구,11170625,한강로동,126.965914108804,37.5263663589287
MA0106202511A1382394,인생아구찜,음식,한식,해산물 구이/찜,11170,용산구,11170530,남영동,126.973690603534,37.5457488698921
MA0106202510A0043818,송월타올제일상사,소매,기타 상품 소매,그 외 기타 상품 전문 소매업,11170,용산구,11170625,한강로동,126.962916014969,37.5266988263455
MA0106202511A1132760,뼈탄집용산,음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.972913410519,37.5357926456716
MA0106202511A1989806,스시차림,음식,일식,일식 회/초밥,11170,용산구,11170555,청파동,126.96990039631,37.544234285912
MA0106202511A2011770,리터브,음식,한식,백반/한정식,11170,용산구,11170590,용문동,126.958021739606,37.5393021923731
MA0106202511A2324075,믹스드,음식,서양식,경양식,11170,용산구,11170625,한강로동,126.972348573911,37.5334048626277
MA0106202511A2447712,에스이오,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170685,한남동,127.002885253095,37.5381293080074
MA0106202510A0046537,서부티엔디,숙박,일반 숙박,호텔/리조트,11170,용산구,11170625,한강로동,126.960888134422,37.5321672517216
MA0106202510A0047368,프리지아,수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,11170,용산구,11170560,원효로1동,126.965037734616,37.537673667624
MA0106202510A0966796,먼데이피크닉,음식,기타 간이,빵/도넛,11170,용산구,11170555,청파동,126.969787032662,37.5447478265561
MA0106202510A1995970,미정이네,소매,기타 상품 소매,그 외 기타 상품 전문 소매업,11170,용산구,11170510,후암동,126.976710488398,37.550416677658
MA0106202511A0783073,초이1982,음식,기타 간이,빵/도넛,11170,용산구,11170640,이촌2동,126.958822545446,37.523363761798
MA0106202511A1380178,투토발레스튜디오,교육,일반 교육,입시·교과학원,11170,용산구,11170685,한남동,127.008383751092,37.5340655329381
MA0106202511A1498424,요가인숨테라피,교육,기타 교육,요가/필라테스 학원,11170,용산구,11170560,원효로1동,126.96661046254,37.5376921427798
MA0106202601A2088838,담마,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170520,용산2가동,126.981826689148,37.5458495122544
MA0106202601A0319154,덴프리즘,소매,기타 상품 소매,그 외 기타 상품 전문 소매업,11170,용산구,11170650,이태원1동,126.994501559075,37.5311554688482
MA0106202601A0110812,주재,음식,일식,일식 회/초밥,11170,용산구,11170590,용문동,126.959448221141,37.5378160405579
MA0106202601A0767547,베르비아떼VerViate,소매,의약·화장품 소매,화장품 소매업,11170,용산구,11170510,후암동,126.983364892575,37.5492555145972
MA0106202601A0064453,(주)미쥬,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170650,이태원1동,126.995677969085,37.5348135821484
MA0106202601A2057278,청춘노래,음식,주점,요리 주점,11170,용산구,11170590,용문동,126.960715818452,37.5371407187839
MA0106202601A1682645,이여곰탕 이태원점,음식,한식,국/탕/찌개류,11170,용산구,11170650,이태원1동,126.991876500663,37.5338132708657
MA0106202601A2235917,윤이불닭발 효창점,음식,한식,닭/오리고기 구이/찜,11170,용산구,11170590,용문동,126.954944506456,37.5386072883204
MA0106202601A0012903,하우스베이커리(haus bakery),음식,한식,백반/한정식,11170,용산구,11170520,용산2가동,126.987394642836,37.542651690205
MA0106202601A0677514,워시엔조이 셀프빨래방 용산남영점,수리·개인,세탁,셀프 빨래방,11170,용산구,11170560,원효로1동,126.969301650152,37.5418374730769
MA0106202601A2071690,남산골 참숯갈비,음식,한식,돼지고기 구이/찜,11170,용산구,11170700,보광동,126.998993150471,37.5262000829834
MA0106202601A0713003,이태원 숙이네 닭발 이태원점,음식,한식,닭/오리고기 구이/찜,11170,용산구,11170650,이태원1동,126.99379993512,37.5332908069338
MA0106202601A1975366,세븐일레븐 숙명여대기숙사점,소매,종합 소매,편의점,11170,용산구,11170555,청파동,126.965078643949,37.5469990256663
MA0106202601A1559194,8호 커피(8HO COFFEE),음식,비알코올 ,카페,11170,용산구,11170625,한강로동,126.964983571174,37.5325199274883
MA0106202601A1670727,서울역예치과의원,보건의료,병원,치과병원,11170,용산구,11170555,청파동,126.968741761583,37.5548657673437
MA0106202601A1044780,오버도어 스튜디오,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170625,한강로동,126.973005269954,37.5320625229328
MA0106202601A0623854,모정,음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.964895627633,37.527041812093
MA0106202601A1661656,블리비의원,보건의료,의원,내과/소아과 의원,11170,용산구,11170625,한강로동,126.967779088991,37.5302141599789
MA0106202601A0040299,심스앤틱,소매,가구 소매,가구 소매업,11170,용산구,11170650,이태원1동,126.994671205068,37.5319843978178
MA0106202601A0406271,아메리칸치즈버거,음식,기타 간이,버거,11170,용산구,11170650,이태원1동,126.995123639917,37.5337774095479
MA0106202601A1691184,파이브가이즈 용산,음식,기타 간이,피자,11170,용산구,11170625,한강로동,126.964735959893,37.5297717997901
MA0106202601A1328895,필라테스라운지 경리단점,교육,기타 교육,요가/필라테스 학원,11170,용산구,11170660,이태원2동,126.989907097931,37.5394173422247
MA0106202601A1719400,미또미,음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.971625034126,37.5319360592054
MA0106202601A0474604,우주꽈배기 생생점,음식,기타 간이,빵/도넛,11170,용산구,11170530,남영동,126.972161399905,37.5499471735935
MA0106202601A2222602,주식회사 오브유즈,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170580,효창동,126.95798446812,37.5452307564777
MA0106202601A1053695,용스,소매,오락용품 소매,운동용품 소매업,11170,용산구,11170560,원효로1동,126.964415895706,37.5366913914554
MA0106202601A1703348,주식회사 다우트,소매,의약·화장품 소매,화장품 소매업,11170,용산구,11170685,한남동,126.999536104264,37.5368859618054
MA0106202601A1625432,맛에들면,음식,한식,백반/한정식,11170,용산구,11170570,원효로2동,126.958793849398,37.5344010219805
MA0106202601A2298229,제이디 2(JD 2),음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.992000856267,37.5347413102622
MA0106202601A2286402,FOLNUA 한남기프트샵,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170685,한남동,127.001018287132,37.5353722773175
MA0106202601A0292001,판크(PANC)_문화비,예술·스포츠,스포츠 서비스,헬스장,11170,용산구,11170685,한남동,127.006720570533,37.5339845492148
MA0106202601A2003134,피자스쿨 용산 경리단점,음식,기타 간이,피자,11170,용산구,11170660,이태원2동,126.988775647205,37.5391469400675
MA0106202601A0176571,비오피(BOP) 용산점,음식,기타 간이,피자,11170,용산구,11170625,한강로동,126.974101911011,37.5343693311272
MA0106202601A0909313,동동만두,음식,기타 간이,김밥/만두/분식,11170,용산구,11170530,남영동,126.974310351064,37.5533984837861
MA0106202601A0389594,바위파스타바,음식,서양식,파스타/스테이크,11170,용산구,11170685,한남동,127.002545781536,37.537246335459
MA0106202601A1095601,비와이씨(BYC)할인매장,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170555,청파동,126.963695983216,37.5513324117351
MA0106202601A1677054,애프터플랜트,소매,식물 소매,꽃집,11170,용산구,11170650,이태원1동,126.990586705089,37.5337501050339
MA0106202601A2152492,베라나폴리,음식,서양식,경양식,11170,용산구,11170685,한남동,127.002070609343,37.5387059652615
MA0106202601A1984107,최가네,음식,한식,백반/한정식,11170,용산구,11170560,원효로1동,126.963681309748,37.5349252066421
MA0106202601A1618981,테오플라워스튜디오(TEO flower studio),소매,식물 소매,꽃집,11170,용산구,11170560,원효로1동,126.969946711342,37.5416123890792
MA0106202601A2323187,오뚜기식당,음식,한식,백반/한정식,11170,용산구,11170555,청파동,126.969355054791,37.5495860792183
MA0106202601A1663859,심(CEEM),소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170520,용산2가동,126.985923506866,37.5433633136396
MA0106202601A0763081,계열사 한남애라니네,음식,한식,백반/한정식,11170,용산구,11170685,한남동,127.004842382949,37.5332368103456
MA0106202601A2118340,비오피(BOP) 샌드위치 용산점,음식,기타 간이,토스트/샌드위치/샐러드,11170,용산구,11170625,한강로동,126.974101911011,37.5343693311272
MA0106202601A2309646,텍사스파파 크레페 이태원점,음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.992691031629,37.5346512549125
MA0106202509A1094166,이디야용산원효점,음식,비알코올 ,카페,11170,용산구,11170570,원효로2동,126.951644527564,37.5325062090689
MA0106202512A1209542,스시문경환,음식,일식,일식 회/초밥,11170,용산구,11170685,한남동,127.006516655042,37.5309752167782
MA0106202512A1670682,비기스,음식,한식,백반/한정식,11170,용산구,11170520,용산2가동,126.987530324106,37.5432733942999
MA0106202512A1985512,남산불판,음식,한식,백반/한정식,11170,용산구,11170520,용산2가동,126.985198776362,37.5460842428432
MA0106202512A0612775,아베크엘,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170555,청파동,126.97004662362,37.5464237510564
MA0106202508A0525633,인필라테스 &PT,교육,기타 교육,요가/필라테스 학원,11170,용산구,11170570,원효로2동,126.950070999467,37.5338570557418
MA0106202601A1059983,끌림,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170660,이태원2동,126.990834900905,37.5395795978922
MA0106202508A1851983,BK.s버큐X신불닭,음식,한식,닭/오리고기 구이/찜,11170,용산구,11170685,한남동,127.005951142132,37.5331016095198
MA0106202512A2003207,글랜스샵,소매,식물 소매,꽃집,11170,용산구,11170520,용산2가동,126.98155542315,37.5445700513311
MA0106202508A1303338,엠씨티짐 용문,예술·스포츠,스포츠 서비스,헬스장,11170,용산구,11170560,원효로1동,126.960954063245,37.5359154371376
MA0106202601A0917354,주식회사 링크컴퍼니,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170530,남영동,126.972907874925,37.5510916151593
MA0106202601A2038112,가비엔누리 용산점,음식,비알코올 ,카페,11170,용산구,11170570,원효로2동,126.959970569354,37.5343113266209
MA0106202512A1655715,네그로니서울,음식,서양식,경양식,11170,용산구,11170685,한남동,127.006528191706,37.5335340595252
MA0106202512A0047113,지피아이연수원,시설관리·임대,여행사·보조,여행사,11170,용산구,11170530,남영동,126.973906848596,37.542180960339
MA0106202601A2176479,마담티라미수 용리단길점,음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.971682253657,37.5302151603709
MA0106202512A0769467,엠에치밸류,소매,의약·화장품 소매,화장품 소매업,11170,용산구,11170685,한남동,127.00608684007,37.5322456515324
MA0106202508A2442876,아투(atu),음식,서양식,경양식,11170,용산구,11170625,한강로동,126.962384557836,37.5261940971375
MA0106202509A1303791,에프브이디파트너스,음식,한식,백반/한정식,11170,용산구,11170530,남영동,126.973249535792,37.5450459914539
MA0106202509A1987516,던라운지&펍,음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.992996477751,37.5350477137713
MA0106202508A1089523,지비에이치,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170650,이태원1동,126.989919247323,37.5332184593546
MA0106202508A0298311,자키러브,음식,비알코올 ,카페,11170,용산구,11170510,후암동,126.977207981428,37.5518493620108
MA0106202512A2006672,스마트라움푸드,음식,한식,백반/한정식,11170,용산구,11170640,이촌2동,126.954408620434,37.5267408987557
MA0106202512A0445293,이태원심해,음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.993290769387,37.5336962295559
MA0106202512A1059501,스킨랩엘한남점,수리·개인,이용·미용,피부 관리실,11170,용산구,11170685,한남동,127.009469898231,37.5340113907815
MA0106202509A0813588,현_케이,과학·기술,기타 전문 과학,번역/통역 서비스업,11170,용산구,11170520,용산2가동,126.984735617268,37.5421918666136
MA0106202512A1776284,하이브플레이그라운드,음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.963244816621,37.5252212856735
MA0106202512A2427251,카페다포딜,음식,한식,백반/한정식,11170,용산구,11170520,용산2가동,126.982890365793,37.5459217510945
MA0106202512A0844625,서울공예학교,교육,일반 교육,입시·교과학원,11170,용산구,11170650,이태원1동,126.98864057673,37.5344797446073
MA0106202601A2078888,모센트 빈즈(moscent beans),음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.973129660341,37.5322337415252
MA0106202508A2093820,토마라멘,음식,일식,일식 면 요리,11170,용산구,11170560,원효로1동,126.967718156278,37.5403413911341
MA0106202512A1224524,톨스위즈,음식,한식,백반/한정식,11170,용산구,11170510,후암동,126.982109452752,37.5464081748509
MA0106202601A1843119,메종드로르,수리·개인,이용·미용,미용실,11170,용산구,11170625,한강로동,126.97151197171,37.531737811716
MA0106202601A0121802,케이엠씨(한남점),소매,기타 생활용품 소매,주방/가정용품 소매업,11170,용산구,11170685,한남동,126.999728453073,37.5363904121169
MA0106202509A0985066,마르헨제이한남,소매,섬유·의복·신발 소매,가방 소매업,11170,용산구,11170685,한남동,127.001018298403,37.536201197918
MA0106202509A1269076,레빗홀,음식,비알코올 ,카페,11170,용산구,11170685,한남동,127.008621364906,37.5342186859839
MA0106202508A2129589,지연네,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170650,이태원1동,126.994795495222,37.5343089860844
MA0106202512A1994272,주파카비리아,음식,서양식,경양식,11170,용산구,11170685,한남동,127.003032315606,37.5374175140473
MA0106202512A0321639,남영밤,음식,한식,백반/한정식,11170,용산구,11170530,남영동,126.971450498003,37.5446040805709
MA0106202512A0015076,크린토피아동빙고,수리·개인,세탁,세탁소,11170,용산구,11170690,서빙고동,126.996051849757,37.5251098086186
MA0106202512A0453346,리저브서울,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170685,한남동,127.007444410899,37.5313535825112
MA0106202509A1303789,엠씨티짐용문,예술·스포츠,스포츠 서비스,헬스장,11170,용산구,11170560,원효로1동,126.960954063245,37.5359154371376
MA0106202509A0962914,스태커버거샵,음식,기타 간이,버거,11170,용산구,11170510,후암동,126.974720104153,37.5464698940222
MA0106202512A1099289,오목칼국수,음식,한식,국수/칼국수,11170,용산구,11170530,남영동,126.972103987961,37.5521726258173
MA0106202512A0904871,머큐리에스프레소바,음식,일식,일식 면 요리,11170,용산구,11170625,한강로동,126.96224905714,37.5256894927233
MA0106202508A1565392,루아드네일(luade nail),수리·개인,이용·미용,미용실,11170,용산구,11170685,한남동,127.009435856049,37.5332185126423
MA0106202512A1097818,최고다푸줏간,소매,식료품 소매,정육점,11170,용산구,11170630,이촌1동,126.976132030021,37.5190347044647
MA0106202512A2320294,이화국시,음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.989432558209,37.5345518981987
MA0106202508A1329287,용문식당,음식,한식,백반/한정식,11170,용산구,11170590,용문동,126.960885108673,37.5379606852769
MA0106202509A1607013,멜리,음식,한식,백반/한정식,11170,용산구,11170510,후암동,126.981384016299,37.5512914753536
MA0106202508A1329288,용문식당,음식,한식,백반/한정식,11170,용산구,11170590,용문동,126.960885108673,37.5379606852769
MA0106202601A0732168,파리바게뜨 이태원점,음식,기타 간이,빵/도넛,11170,용산구,11170650,이태원1동,126.994614469617,37.534299967959
MA0106202508A1273165,로스옥 한남점,음식,한식,백반/한정식,11170,용산구,11170685,한남동,127.006200150657,37.5343269580264
MA0106202509A2245241,맹호불닭,음식,한식,닭/오리고기 구이/찜,11170,용산구,11170530,남영동,126.972559634277,37.5440637439292
MA0106202509A1066412,소서,음식,기타 간이,빵/도넛,11170,용산구,11170625,한강로동,126.966570018037,37.5269071476161
MA0106202512A0993000,육전국밥이태원역점,음식,한식,국/탕/찌개류,11170,용산구,11170650,이태원1동,126.993924356086,37.5336962638514
MA0106202509A2333525,썬러브한남,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170685,한남동,127.002195031527,37.5373184225333
MA0106202508A0047583,용산파이낸스센터,숙박,일반 숙박,여관/모텔,11170,용산구,11170625,한강로동,126.962272467771,37.5241307662846
MA0106202509A0495045,세계로큐브,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170625,한강로동,126.970980682709,37.5305573706163
MA0106202508A1968789,부에노스아이레스 서울(Buenos Aires),음식,서양식,경양식,11170,용산구,11170685,한남동,127.006166167427,37.5338314093037
MA0106202512A2175231,에이미베이크샵,음식,한식,백반/한정식,11170,용산구,11170580,효창동,126.958607987205,37.5431496682894
MA0106202508A0030682,분식천국,음식,기타 간이,김밥/만두/분식,11170,용산구,11170650,이태원1동,126.989308252752,37.5334977159357
MA0106202509A0990015,추양옥,음식,한식,백반/한정식,11170,용산구,11170530,남영동,126.974299569297,37.5518397548055
MA0106202509A1123256,모드스터디카페,예술·스포츠,도서관·사적지,독서실/스터디 카페,11170,용산구,11170555,청파동,126.962575624293,37.5513410719359
MA0106202508A0789132,세영이지 주식회사,음식,기타 간이,빵/도넛,11170,용산구,11170555,청파동,126.965079358457,37.5454673275581
MA0106202509A2387396,프랭크버거용문,음식,기타 간이,버거,11170,용산구,11170590,용문동,126.959493523676,37.5377349660797
MA0106202508A1098067,초록스튜디오문래방구,음식,한식,백반/한정식,11170,용산구,11170685,한남동,127.008485159516,37.5303714207915
MA0106202508A1094231,댕크야드 서울(Dank yard Seoul),음식,서양식,경양식,11170,용산구,11170520,용산2가동,126.986647988647,37.5417415984787
MA0106202508A0469918,붕어대학,음식,한식,백반/한정식,11170,용산구,11170530,남영동,126.972254533433,37.542928413334
MA0106202508A0040159,패션할인스토아,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170630,이촌1동,126.976132030021,37.5190347044647
MA0106202508A1165535,청화로샤브,음식,한식,백반/한정식,11170,용산구,11170530,남영동,126.972413138852,37.542414880737
